TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
main.java.model.Parser,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,286,0.3,3,9,31,302165,1576002025498,0.41025641025641024,111111110000001110111111111111111111101100000000000000000000000000000000000000,0.20833333333333334,111100000000000000000000000000000000000000111111,1.0,1111,0,0,4,2,0.3482142857142857,0000000000000000000000000000000000000000000000000000000000000000000000000111111111111111111111111111111111111111,1.0,11,1.0,11111,1.0,11111,0.20833333333333334,111100000000000000000000000000000000000000111111
